rất đep.và trẻ trung\n,,,,,,,,,,,,,,,,,,,
thiết kế sang trọng không kém gì các dòng xe sang trọng khác,,,,,,,,,,,,,,,,,,,
- Màn hình của máy vẫn rộng 3,5 inch với số điểm ảnh tăng lên là 163 điểm trên mỗi inch\n- Màu sắc màn hình sáng và nét, các chuyển động mềm mại, linh hoạt\n- kiểu dáng trông cũng bắt mắt\n- bộ nhớ trong dụng lượng lớn 16gb\n- duyệt web nhanh\n- chạy các ứng dụng và game 3d mượt mà\n- kho ứng dụng lớn\n,,,,,,,,,,,,,,,,
Bền, tốt\n,,,,,,,,,,,,,,,,,,
+ Màn hình lớn sắc nét\n+ Thiết kế mỏng, nhẹ\n+ Máy ảnh có tốc độ chụp nhanh\n+ HTC Sense 4.0 nhiều tính năng mới\n+ Âm thanh Beats Audio sống động\n,,,,,,,,,,,,,,,,,,
Nghe nhạc hay, chụp hình 5MP CZ đẹp, smartphone đáp ứng các nhu cầu căn bản\n,,,,,,,,,,,,,,,,,
công nghệ 3d phù hợp thời đại\n,,,,,,,,,,,,,,,,,,,
hay\n,,,,,,,,,,,,,,,,,,,
kiểu dáng đẹp, hợp thời trang, lướt web khá nhanh\n,,,,,,,,,,,,,,,,,
BB 8830 xài khá tốt\nbàn phím bấm dễ dàng\nnhiều tolls hỗ trợ khá hay\n,,,,,,,,,,,,,,,,,,,
- chất lượng xe tốt\n-pin hoạt động được dài hơn\n-khung chắc chắn\n-kiểu dáng trẻ trung\n,,,,,,,,,,,,,,,,,,,
màn hình đẹp, cấu hình ổn định, pin tương đối ổn\n,,,,,,,,,,,,,,,,,
Samsung là hãng đt tên tuổi.\nThiết kế nhỏ gọn, tinh sảo màu sác đẹp\nNhiều chức năng + có HĐH\nGiá hợp lý.\n,,,,,,,,,,,,,,,,,,
Máy có kiểu dáng sang trọng, cấu hình khá ổn với đầy đủ các chức năng của 1 smartphone hiện nay. chụp ảnh với độ nét và màu sắc đẹp," bộ nhớ lớn có thể lưu được nhiều dữ liệu. quan trọng là giá cả lại rất bình dân.\n\ncụ thể cấu hình :\nMáy ảnh8.0 MP\nBộ nhớ trong16 GB\nVi xử lý CPUDual-core 1 GHz\nDanh bạKhông giới hạn\nHệ điều hànhAndroid 2.3\nLoại màn hìnhSuper AMOLED Plus 16 triệu màu\nKích thước màn hình4.3\\nDung lượng pin1650 mAh\nPhân khúc sản phẩmSmartphone\nKích thước MHKhoảng 4\""\nQuay phimQuay phim FullHD 1080p@30fps\nThẻ nhớ ngoàiMicroSD (T-Flash)\n""",,,,,,,,,,,,,,,,,
Rẻ và đẹp\n,,,,,,,,,,,,,,,,,,,
Nhìn thấy kết cấu khá vững chắc, đảm bảo được sức nâng. xe nâng hoạt động treen nền xe Kia k3000s Tốt\n,,,,,,,,,,,,,,,,,,
Dùng cảm ứng cũng nhạy, tất cả đều tốt,\n,,,,,,,,,,,,,,,,,
Máy có thiết kế nổi bật, nhìn sang trọng\nGiá thành hợp lý\nCamera 5.0 có đèn flash chụp hình khá đẹp\nPin xài lâu, khoảng 3 ngày\n,,,,,,,,,,,,,,,,,
kiểu dáng mới lạ,phong cách.Tính năng tương đối tốt.Tiện lợhi khi đi du lịch\n,,,,,,,,,,,,,,,,,,
giá tốt, cấu hính khá\n,,,,,,,,,,,,,,,,,,
Máy có kiểu dáng vuông vắn hơn so với đời trước. Các cạnh với chất liệu giả kim loại cũng được làm phẳng, trang trí bằng các đường gân nổi trông đẹp hơn. Mặt sau có họa tiết như vân da, trông khá sang và lạ.\n- Màn hình Super AMOLED 5,7 inch độ phân giải Full HD 1.920 x 1.080 pixel, mật độ 386 pixel mỗi inch," trông sáng đẹp hơn \tiền nhiệm\""",,,,,,,,,,,,,,
độ phân giải cao, chế độ lấy nét tự động pin lithium bền khỏe\n,,,,,,,,,,,,,,,,,,
nhập bàn phím dễ dàng, lướt web nhanh\n,,,,,,,,,,,,,,,,,,
-Vỏ bằng hợp kim, thiết kế mỏng, đẹp,gọn,chống xước\n-Hỗ trợ rất nhiều mạng..Có thể mang ra nước ngoài mà không cần ra quán chuyển đổi tần số\n-Màn hình sắc nét 16 triệu màu\n-Cảm ưng đa chiều dùng rất nhậy\n-Chụp ảnh cực nét với camera 8.0\n-Tốc độ xử lý nhanh,load ảnh video nhanh như 1 máy tính xách tay\n-Đầy đủ tính năng như 1 máy tính nhỏ gọn\n-Dung lượng pin chờ rất tốt\n,,,,,,,,,,,,,,
nhạy và nhiều ứng dụng hay\n,,,,,,,,,,,,,,,,,,,
Cảm ứng nhậy, tốc độ xử lý 1,4GHz theo mình là tương đối nhanh so với các dòng máy khác cùng giá tiền, kho ứng dụng thì khỏi phải nghĩ vì máy chạy Android, chụp ảnh rất đẹp\n,,,,,,,,,,,,,,,
nhẹ nhàng và tiết kiệm xăng\nrất nữ tính\n,,,,,,,,,,,,,,,,,,,
Thương hiệu, chất lượng đều tốt.\n\nKiểu dáng lịch sự, cấu hình cao\n,,,,,,,,,,,,,,,,,
bền\n,,,,,,,,,,,,,,,,,,,
Nó có thể mang đến cho mình những hữu ích rất giá trị, camera 3.2M, chụp ảnh rõ nét, gọi và nhận email nhanh chóng, các phần mềm chi tiết bắt mắt.\n,,,,,,,,,,,,,,,
Thiết kế cứng cáp. Màn hình WhiteMagic hiển thị đẹp. Camera chất lượng.\n,,,,,,,,,,,,,,,,,,,
thời lượng pin tốt,đẹp,cấu hình cao\n,,,,,,,,,,,,,,,,,
- Thiết kế chắc chắn\n- Màn hình 1080p\n- Hiệu suất cao\n,,,,,,,,,,,,,,,,,,,
Kiểu dáng đẹp, ứng dụng đa dạng, phù hợp với mọi nhu cầu.\n,,,,,,,,,,,,,,,,,
- Thiết kế đẹp mắt, kích thước vừa phải, cầm vừa và chắc tay, rất thích điểm này của Iphone\n- Giao diện nhìn rõ ràng, dể sử dụng\n- Rất bền, rớt hoài mà không si nhê\n- Định vị tốt\n- Cảm ứng cực nhạy và mượt\n- Thể hiện sự sang chảnh của người dùng\n,,,,,,,,,,,,,,
Hãng sản xuất Nikon STYLE Series (S)là một hãng có uy tín trên thế giới về nhiều lĩnh vực trong đó có máy chụp ảnh. Với chiếc Nikon Coolpix S2500 có Độ lớn màn hình LCD (inch) 2.7 inch, Màu sắc Nhiều màu lựa chọn Trọng lượng Camera 117g Kích cỡ máy (Dimensions) 93 x 57 x 20 mm là chiếc máy ảnh rất nhỏ gon cho những người yêu thích đồ nhỏ gon, ngoài ra với Loại thẻ nhớ • Secure Digital Card (SD) cũng là một loại thông dụng trên sản phẩm nên khả năng thay thế rất tiện lợi cho những người chẳng may bị hỏng thẻ nhớ hoặc mất thẻ nhớ, giá trên thị trường thì chiếc thẻ này cũng không đắt.\nTôi thích chiếc máy ảnh này ở chỗ Quay phim Chống rung một tính năng mà nhiều người chọn máy ảnh cũng rất quan tâm, ngoài ra còn Tính năng Nhận dạng khuôn mặt một tính năng cũng rất được nhiều người quan tâm khi chọn mua một chiếc máy ảnh bây giờ.\nVà một điểm nữa tôi thích chiếc máy chụp ảnh Nikon Coolpix S2500 này ở chỗ giá thành rất rẻ, với giá như thế này tôi tin rằng rất nhiều người sẽ chọn vì giá...\n,,,,,,,,,,,,,,
Giá cả tốt, hiện đại, hợp thời trang\n,,,,,,,,,,,,,,,,,
- Chạy mượt các ứng dụng của S60v2 như Opera, ... thì miễn bàn\n\n- Menu nhanh, nhạy\n,,,,,,,,,,,,,,,,,
Thiết kế tinh tế, không sao chép. Thân vỏ chắc chắn. Giao diện thân thiện, dễ làm quen. Màn hình sáng và chi tiết. Camera có chất lượng tốt.\n,,,,,,,,,,,,,,,,,
máy khá thời trang\ncảm ứng tốt, mượt mà\nchụp hình khá nét\ngiá mềm\n,,,,,,,,,,,,,,,,,,
NHƯNG MÀ MẮC WA\n,,,,,,,,,,,,,,,,,,,
Phù hợp với cả nam và nữ, kho ứng dụng phong phú,\n,,,,,,,,,,,,,,,,,
-Màn hình đẹp, màu đen quá tốt, màu trắng đỡ nhiễm xanh. Máy nhanh, mượt, pin lớn nhưng sạc nhanh\n-\n,,,,,,,,,,,,,,,
Có thể thay vỏ dưới màu sắc nên phong cách thời trang hơn, khiến mình dùng thấy cũng tự tin. Cầm gọn tay và chắc chắn, thích hợp với mọi phong cách của người dùng. Phần mềm sử dụng dễ dàng hơn, không mang tính đồng bộ riêng biệt.\n,,,,,,,,,,,,,,,,
Pin bền, có 3G và camera trước. Với một máy có giá rẻ mà nhiều ưu điểm như vậy, chiếc điện thoại này phù hợp vs học sinh, sinh viên. Có thể vào internet qua trình duyệt mặc định hoặc cài thêm Operamini. Chat bằng các phần mềm chát như SH, OLa...\n,,,,,,,,,,,,,,,
+ Thời lượng sử dụng pin vào loại khá (từ 2 -3 ngày)\n+ Đầy đủ chức năng thông dụng: 3G, wifi, camera hỗ trợ flash\n+ Kiểu dáng khá bắt mắt\n,,,,,,,,,,,,,,,,,
Hàng thương hiệu, dễ sử dụng.\n,,,,,,,,,,,,,,,,,,
RAM mạnh,phù hợp với người thíc vào nhìu ứng dụng cùng lúc\n,,,,,,,,,,,,,,,,,,
em luot tang toc nhanh\n,,,,,,,,,,,,,,,,,,,
Máy bền, chạy khỏe\n,,,,,,,,,,,,,,,,,,
Body gọn nhẹ, menu dễ sử dụng, thích hợp cho các bạn nữ xài. Video khá tốt, khả năng lấy nét, đo sáng nhanh.\n,,,,,,,,,,,,,,,
- Phù hợp với túi tiền, tiện ịch , máy đầm khỏe. ăn it xăng, vận tốc trung bình\n,,,,,,,,,,,,,,,,
động cơ khỏe,dáng thể thao\n,,,,,,,,,,,,,,,,,,
Là dòng xe ga hợp với túi tiền của mọi người, xe đi tiết kiệm xăng(trên lý thuyết là 1,8l/100km). Xe đi khá êm, phù hợp với con gái dáng người mảnh mai\n,,,,,,,,,,,,,,,,
Nghe gọi tốt, sóng mạnh. 2 sim 2 sóng tiện dụng. Nghe nhạc khá hay, âm lượng lớn. Pin xài rất lâu, rất bền. Thân máy chắc chắn, có lỡ tay đánh rơi cũng không bị bung hay trầy xước. Kiểu dáng nhỏ gọn, hợp thời trang.\n,,,,,,,,,,,,,,
mấu mã đẹp,màn hình sắc,\n,,,,,,,,,,,,,,,,,
máy rẻ đẹp, dùng rất thời trang màu sắc màn hình khá ổn, pin khá lâu\n,,,,,,,,,,,,,,,,,
cảm ứng nhạy, chụp hình nét, màu đẹp, giao diện dễ sử dụng, âm thanh nghe rất hay\n,,,,,,,,,,,,,,,
chip intel c5 cho tốc độ sử lí nhanh,ram 4g khá ổn , wifi chuẩn b,g,n cho tốc độ truy cập mạng nhanh\n,,,,,,,,,,,,,,,
Hình dáng hầm hố, đáng để chị em mình show hàng. Chống rung tốt. Zoom - out đều tốt cả. Phượt mà bỏ qua thì hơi phí!\n,,,,,,,,,,,,,,,,,,
Hệ điều hành Windows Phone 7 giúp người dùng thao tác đơn giản qua giao diện Hub – Tile. Các Hub này cho phép truy cập nhanh đến thông tin cá nhân quan trọng và mới nhất gồm nội dung liên quan đến con người (People Hub), hình ảnh (Picture Hub), văn phòng (Office Hub), âm nhạc, phim ảnh (Music & Video Hub), trò chơi (Games Hub) và chợ ứng dụng (Market Place).\nVới HTC Hub mới, điện thoại HD7 mang đến nhiều ứng dụng và tiện ích như hiệu ứng thời tiết 3D với âm thanh sống động, bảng thông tin về chứng khoán cập nhật liên tục, đồ thị thông tin chi tiết hiển thị toàn màn hình. Người dùng có thể tạo 30 mã chứng khoán và theo dõi mức độ thay đổi của chúng theo thời gian thực.\nĐiện thoại HTC HD7 dùng màn hình độ phân giải cao và kích thước lớn đến 4.3 inch, âm thanh sống động với công nghệ SRS WOW HD, chân đế độc đáo sau lưng máy tạo sự thoải mái khi xem phim mà không cần cầm điện thoại trên tay.\nMáy dùng chip xử lý Qualcomm 8250 rất mạnh, bộ nhớ trong lên đến 16 GB cho phép lưu trữ nhiều...\n,,,,,,,,
Máy tốt về cấu hình, chạy ngang ngửa máy laptop cấu hình cao, Chip xử lý nhanh chóng và mượt mà, chụp hình sắc nét, tốc độ cảm ứng nhạy và ngoại hình bắt mắt...\n,,,,,,,,,,,,,,,
rẻ, mẫu mã đẹp rất hợp nữ tính, camera chụp sắc nét màu đẹp, màn hình rộng, kích thước ko quá lớn, cảm ứng rất nhạy\n,,,,,,,,,,,,,,
- Thiết kế chắc chắn với khung kim loại ngoài ngăn lằn dấu vân tay của người dùng, cầm chắc tay.\n- E71 được cài trước một số chương trình, như Maps 2.0 và QuickOffice - tạo/xem/sử văn bản Word, Excel và PowerPoint.\n- Tuổi thọ pin rất “khủng”. Pin 1,500mAh Lithium cho phép đàm thoại liên tục 10 tiếng và 17 ngày chờ.\n- Giá cả thích hợp\n,,,,,,,,,,,,,,,
Chụp ảnh sắc nét với độ phần giải cao, ảnh cho chất lượng chân thật.\n- Có nhiều chế độ lấy nét độc đáo tùy ý đồ người chụp.\n- Pin cầm được khá lâu.\n- Kiểu dáng đẹp.\n-Giá thành hợp lý\n,,,,,,,,,,,,,,,,,,
- Giá thành rẻ,\n- Dung lượng lớn,\n,,,,,,,,,,,,,,,,,
Nhỏ gọn, dễ sử dụng\n,,,,,,,,,,,,,,,,,,
- Thời lượng sử dụng pin cao.\n- Bộ vi xử lý mạnh mẽ.\n- Màn hình sắc nét.\n,,,,,,,,,,,,,,,,,,,
màng hình đẹp,cảm ứng tốt,hệ ddieuf hành android\n,,,,,,,,,,,,,,,,,
chức năng hoàn hảo.\nmình vẫn thích bàn phím của BB nhất\nứng dụng không chỉ cho doanh nhân nói riêng mà cho những người bận rộn nói chung\nhình thức đẹp, sang trọng.\n,,,,,,,,,,,,,,,,,,
theo tôi thấy thì máy dùng rất tốt ( thì mình đang dùng mà) :)\n,,,,,,,,,,,,,,,,,,,
Mạng xã hội tích hợp\nChụp ảnh 8 MP và quay phim HD\nBa màn hình chính có thể tùy chỉnh\nMàn hình cảm ứng đầy đủ trên chất liệu kính\nĐăng ảnh chất lượng cao và video HD lên YouTube, Flickr hoặc Ovi.\nTrực tuyến qua mạng 3,5G tốc độ cao hoặc kết nối qua điểm truy cập Wi-Fi.\nCập nhật nhiều trạng thái cùng một lúc\nThay đổi màu sắc\n\n\nĐổi chế độ xem\n,,,,,,,,,,,,,,,,,
Kích thước nhỏ gọn tiện cho người sử dụng\nMàn hình sắc nét và nhạy\nGiá thành cũng phù hợp\nMàn hình to\n,,,,,,,,,,,,,,,,,,,
Thiết kế đẹp, màn hình rộng, hiển thị sắc nét, phông chữ rõ ràng, màu sắc rực rỡ, nhiều tính năng hấp dẫn,...,,,,,,,,,,,,,
Mình thích chiếc xe này, màu mận chín thật sang và đẹp, mình cũng thích dòng xe camry, nội thất xe thiết kế rất hợp lý, chạy êm\n,,,,,,,,,,,,,,,
Everything of it\n,,,,,,,,,,,,,,,,,,,
Tiết kiệm xăng, kiểu dáng đẹp\n,,,,,,,,,,,,,,,,,,
chup hinh sep\n,,,,,,,,,,,,,,,,,,,
sử dụng màn hình rộng, thoải mái. tốc độ nhanh. xem phim nét....\n,,,,,,,,,,,,,,,,,,
giá thành hợp với túi tiền ,mà cấu hình mạnh ,pin dùng được lâu\n,,,,,,,,,,,,,,,,,
độ phân giải tốt\nthiết kế mỏng, đẹp\nhình ảnh đẹp trong ánh sáng tốt,\nquan trọng nhất là hợp với túi tiền.\n,,,,,,,,,,,,,,,,,
Android chạy 2 sim phiên bản phần mềm 2.3.4 mới nhất. Phù hợp với những ai yêu thích công nghệ lại có nhu cầu 2 sim.Các tính năng chụp ảnh,nghe nhạc tốt, Pin dùng khá bền và lâu,Chip 800mhz,RAM512 khá tiêu chuẩn cho 1 máy android tầm thấp.\n,,,,,,,,,,,,,,,
màu sắc đẹp\ngiá cả tốt\n,,,,,,,,,,,,,,,,,,,
2 sim là một thế mạnh cho những ai ít tiền\n,,,,,,,,,,,,,,,,,,,
Sản phẩm có độ bền cao và nhiều tính năng ưu việt của Canon.Máy ảnh có độ nét cao và màu cực chuẩn\n,,,,,,,,,,,,,,,,,,,
kiểu dáng đẹp, nghe nhạc hay, hợp với nữ giới\n,,,,,,,,,,,,,,,,,
Bề ngoài, giao diện hệ điều hành sang trọng, đúng như phong cách của apple là vừa đơn giản nhưng tinh tế đến từng chi tiết.\nMáy là sự kết hợp khá hoàn hảo từ phần cứng lẫn phần mềm.\nSoft của hệ điều hành dc kiểm duyệt nên dùng rất good\n,,,,,,,,,,,,,,,,,
Giá mềm, chơi game tuyệt,ứng dụng văn phòng cũng tuyệt. body chuẩn\n,,,,,,,,,,,,,,,,,
- Máy ảnh có độ phân giải lớn thích hợp chụp các bức ảnh lớn.\n- Máy nhỏ gọn giá bình dân phù hợp với nhiều người để đi du lịch\n,,,,,,,,,,,,,,,,,,,
- Chống chịu được bụi và nước\n- Màn hình sắc nét đến không ngờ\n- Nhiều tính năng đa phương tiện\n,,,,,,,,,,,,,,,,,,,
Khỏi phải nói nếu bạn là 1 người thích phiêu lưu mạo hiểm , thích khám phá thế giới , bạn nên chọn Nokia N82 , bởi vì sao ư ?\nƯu điểm của nó :\n3g - Wifi tốt - tha hồ lướt web , gọi voiz , chat video ( mọi lúc mọi nơi )\nứng dụng phong phú nhờ sài hệ điều hành\ncó gps định vị , cho dù vô rừng sâu cũng không sợ bị lạc đường , gps còn định vị được dt nếu nó bị mất\ngames 3d , java toàn games hay\nvà đặc biệt nhất là cáp nối tivi , khi đi đâu xa chơi , vẫn có thể xem dữ liệu , đọc báo , facebook , blog , xem tivi, chơi games..... v..... v... bằng dt nokia n82\nChụp hình 5.0 rõ nét , đặc biệt là có đèn fash xenon cực sáng\nRất bền bỉ , vỏ được lắp ráp bảo vệ mainboad nằm giữa nên va chạm không dễ bị hư .\ncòn nhiều ưu điểm lắm , bạn hãy khám phá đi nhé\n,
mẫu mã hiện đại hao hao giống những hãng ĐT cao cấp khác nên hoàn toàn có thể khẳng định được vị trí của mình trong lòng khách hàng.\n- Tốc dộ xử lý nhanh, thiết kế thẩm mỹ thới trang, cấm nắm chác và vủa tay.\n- Màn hình rộng, sang trọng và độ họa thích mắt, tạo phong cách trẻ trung.\n- Pin GOOD.\n- Chụp hình khá nét, có chức năng tự dộng lấy nét OK.\n- Giao diện khá mới lạ hao hao giống iOs và Android.\n- Camera phụ cho đàm thoại Video Call\n,,,,,,,,,,,,,,
Kiểu dáng đẹp, trẻ trung\nGiá cả rẻ, hợp lý\nXe chạy bốc\n,,,,,,,,,,,,,,,,,
chức năng thì quá định. màn hình lớn, camera 8MP chụp ảnh đẹp, vi sử lí cao hơn iphone, ram 1g, nói chung là có nhiều điểm tốt\n,,,,,,,,,,,,,,,
- Chip ivy Briged mới nhất của intel dùng mát hơn nhều so máy dùng chip thế hệ trước đây. Hơn nữa tản nhiệt của máy hoạt động rất tốt.\n- Card rời NVIDIA® GeForce® GT610M with 2GB đáp ứng mọi nhu cầu đồ họa. Như chơi game, công việc, giải trí,...\n- RAM 4GB giúp máy hoạt động tốt.\n- Máy nhìn bắt mắt với sự bóng lộn qua lớp sơn và vỏ hợp kim nhôm.\n- Máy chắc chắn\n- Âm thanh với hệ thống loa Altec Lansing cùng công nghệ Asus Sonic Focus giúp bạn giải trí, công việc thỏa thích.\n,,,,,,,,,,,,,,,
máy có thiết kế trẻ trung sang trọng, máy cầm chắc tay nguyên khối, tuy nhìn có vẻ không khác gì mấy các sản phẩm cùng phân khúc của HTC, hệ đều hành WP mới mẻ, máy chạy mượt mà, cảm ứng mượt, camera cho chất lượng cũng khá tốt,\n,,,,,,,,,,,,
Bàn phím nổi, sử dụng dễ dàng\n,,,,,,,,,,,,,,,,,,
máy có thiết kế khá tốt, khi cầm máy trên tay thấy rất vừa, màu sắc khá bắt mắt với độ sang trọng , trẻ trung cao, khi mở máy lên màn hình máy hiển thị độ phân giải cao cho hình ảnh hiển thị sắc nét, cảm ứng rất nhạy khi mình kéo các trang menu qua rất mượt mà, khi chạy ứng dụng thì đôi lúc cảm ứng có độ trễ, mình htu73 mở loa lớn khi nghe gọi thì thấy loa rất to và trong, không bị tạp âm, mình có chạy vài game như\npes2012 thấy rất mượt mà, ngay cài game need for speed cũng rất mượt mà, hệ đều hành thông minh với kho ứng dụng khổng lồ, máy rất dê cài các trương trình, và ứng dụng, mình dùng camera để quay video thấy đoạn clip cho chất lượng khá tốt không bị ám màu, bộ nhớ máy có thể mở rộng qua khe cắm thẻ dung lượng cao,\n,,,
cấu hình máy cao\n,,,,,,,,,,,,,,,,,,,
Sử dụng hệ điều hành Android 4.0 Ice Cream Sandwich\n- Màn hình lớn với mật độ pixel cao\n- Vi xử lý tốc độ nhanh (1000 MHz)\n- Trang bị kết nối HDMI\n,,,,,,,,,,,,,,,,,,,
ko có,,,,,,,,,,,,,,,,,,,
Thiết kế vỏ nhôm của HTC One rất chắc chắn, tôi hầu như không cảm thấy được sự di chuyển của thân máy khi bóp vào hai cạnh hay dùng lực để vặn máy. Thiết kế này cũng đem lại vẻ ngoài rất sang trọng cho HTC One. Kết hợp với độ mỏng (9,3 mm) và nắp lưng máy hơi cong, HTC One đem lại cảm giác thoải mái khi cầm trong tay.\n,,,,,,,,,,,,,,,,
Hình thức đẹp, màn hình hết ý 16 triệu màu , chụp hình tạm ổn có máy rất nét , chạy được java , giá hợp lý, bền .\n,,,,,,,,,,,,,,
Chụp ảnh nét.\nNghe nhạc, chơi game, lướt web tốt.\nGiá phù hợp.\nCó 3 màu : đen, trắng, đỏ thoải mái lựa chọn.\n,,,,,,,,,,,,,,,
xe đẹp, chạy êm, máy tốt\n,,,,,,,,,,,,,,,,,
đẹp rẻ\n,,,,,,,,,,,,,,,,,,,
màn hình to dễ nhìn dễ sử dụng, cấu hình cũng được , camera thuộc dạng tốt\n,,,,,,,,,,,,,,,,,
Kiểu dáng nam tính nhưng không thô và phô, mềm mỏng đúng chổ. Củng như luôn luôn có 3% bản chất đàn bà trong người đàn ông ấy. hjhj. Tính năng thì rất tốt, tuyệt vời nhất vẫn là RimOS ko đụng hàng, mang đặc tính riêng, rất biết cách gây nghiện người sử dụng. Bàn phín qwerty rất tuyệt vời.\n,,,,,,,,,,,,,,,
Camera xoay,,,,,,,,,,,,,,,,,,,
mản hình cảm ứng đa điểm chất lượng chụp ảnh sắc nét âm thanh chuẩn do bộ lọc xử lí xem phim lướt wep cực nhanh\n,,,,,,,,,,,,,,,,,,,
- Động cơ 2.665cc mạnh mẽ, ổn định và tiết kiệm nhiên liệu chất lượng xe ngày càng tốt và nhiều tiện nghi hơn cho khách hàng.\n- Thùng kín chở các loại hàng cần giữ độ khô ráo tiện lợi cho các bác tài chở hàng công ty.\n- Chiếu dài, rộng thùng vừa phải phù hợp vận chuyển trong thành phố.\n- Mẫu mã bắt mắt, có nhiều màu lựa chọn.\n- Động cơ bố trí hợp lý dễ sữa chữa, bào trì.\n- Nội thất bố trí hiện đại.\n- Có option máy lạnh mang lại cảm giác thoải mái cho tài xế.\n- Hệ thống giải trí bằng USB có độ bền cao và chất lượng giải trí cao.\n- Gía cả cạnh tranh nhất trong các dòng cùng phân khúc.\n,,,,,,,,,,,,,,,
đọc sách hay! tốt ra nắng ko bị chói\n,,,,,,,,,,,,,,,,,,,
CPU : Intel Core i5-3210M Ivy Bridge , thế hệ 3 chức năng Turbo Frequency 3.1GHz xử lý tốt\nRAM : 4GB.hổ trợ chạy win 64 tốt cho máy\nHDD : 640gb , khá lớn dư dã lưu trữ film ảnh.\nATI card : 2gb tuyệt vài cho game thủ và đồ họa.\nHỗ trợ USB 3.0 : chép dữ liệu nhanh gấp 10 lần usb thường\nThết kế đẹp, chắc chắn với vỏ nhôm\nBảo mật bằng dấu vân tay tránh đột nhập và an toàn cho máy\nChế độ sạc pin nhanh trong 1h lên đến 90% khi tắt máy\n,,,,,,,,,,,,,,,,
Mẫu mã đẹp, tốc độ nhanh\n,,,,,,,,,,,,,,,,,,
chụp đẹp,,,,,,,,,,,,,,,,,,,
Màn hình lớn, dễ nhìn. Màn hình cảm ứng rất nhạy có thể di chuyển rất nhanh đồng thời có nhiều tính năng mới.\n,,,,,,,,,,,,,,,,,,
Chua bjt\n,,,,,,,,,,,,,,,,,,,
Mẫu mã đẹp, hình ảnh đẹp\n,,,,,,,,,,,,,,,,,,
Cảm ứng nhạy\nthiết kế đẹp\n,,,,,,,,,,,,,,,,,,,
cấu hình tốt, giá thành rẻ, có bàn phím chơi game, android 2.3\n,,,,,,,,,,,,,,,,
dể dùng ,phù hợp\n,,,,,,,,,,,,,,,,,,
Về kết nối không cần phải nói nhiều nữa vì chuẩn mực của các smartphone đời mới nhất đều được tích hợp trên Vega R3 đó là những công nghệ tiên tiến nhất: 4G LTE, Wi-Fi a / b / g / n và Bluetooth 4.0, định vị GPS toàn cầu.\nLuôn đi đầu về công nghệ, Pandtech đã trang bị cho Sky A850 1 chiếc camera có độ phân giải siêu khủng 13Mpx (giữ nguyên như với chiếc S5) vượt mặt cả Sony Xperia S với 12Mpx, với chiếc Camera này R3 chỉ thua Nokia 808 PureView 41Mpx mà thôi. Và tất nhiên những tính năng thú vị như trên các dòng điện thoại Sky đi trước vẫn được giữ nguyên, đó là điều khiển giọng nói.\nCấu hình điện thoại Sky A850L có thể nói là rất mạnh hiện nay so với cá dòng điện thoại hiện nay có trên thị trường.\n,,,,,,,,,,,,,,
- Pin bền\n- Nghe nhạc chơi game ổn\n- Loa không bị rè\n- Giá cũng vừa phải\n,,,,,,,,,,,,,,,,,,,
ban phim\n,,,,,,,,,,,,,,,,,,,
Màn hình Retina ấn tượng.\nSiri rất thú vị và hữu ích.\n,,,,,,,,,,,,,,,,,,,
Thiết kế: Đơn giản, nhỏ gọn, tinh tế\nTrình duyệt web safari: Được xem là trình duyệt web nhanh nhất thế giới theo như lời của hãng Apple. Khả năng duyệt web thông minh, zom in/out nhanh chóng\n- Dịch vụ hỗ trợ GPA (A-GPS) được tích hợp vào là một sự đột phá để định vị nhanh và chính xác. Đặc biệt, A-GPS còn sử dụng sóng wifi và những trạm phát sóng để tăng tốc độ định vị.\n- Iphone màn hình rộng với điều khiển cảm ứng đa nhiệm nhanh và nhạy: Iphone là một chiếc máy iPod để nghe nhạc, xem phim màn hình rộng 3,5 inch\n,,,,,,,,,,,,,
cấu hình ok, màu sắc đẹp, giá cũng hợp lí,,,,,,,,,,,,,,,,,
đẹp, men\n,,,,,,,,,,,,,,,,,,
có nhiều chức năng, kết nối mạng rất nhanh, chụp ảnh rõ nét, kiểu dáng sang trọng, chi phí cho một chiếc điện thoại như vậy không cao.\n,,,,,,,,,,,,,,,
sang trọng,,,,,,,,,,,,,,,,,,,
Máy có cấu hình cao. Thích hợp cho những người làm đồ họa\n,,,,,,,,,,,,,,,,,,,
Giá hấp dẫn Cấu hình mạnh Màn hình 5 inch Full HD đẹp, hiển thị màu trung thực Tai nghe và âm thanh có chất lượng tốt Thiết kế nguyên khối đẹp và cứng cáp Camera 13 megapixel, hỗ trợ quay HDR\n,,,,,,,,,,,,,,,,,
tất cả các tính năng đều có\n,,,,,,,,,,,,,,,,,,,
